序,年份,文章标题,导师论文署名单位,论文对应经历阶段,统一研究主题,研究问题,采用方法,应用领域,证据位置,未完成事项序号
137,2023,M$^3$IT: A Large-Scale Dataset towards Multi-Modal Multilingual Instruction Tuning,香港大学,香港大学；助理教授；2020-至今,视觉语言理解,视觉语言模型如何获得跨任务、跨语言的指令数据？,将40个数据集整理成视觉到文本格式，并翻译关键任务到80种语言。,视觉语言理解,"论文信息汇总.csv 序137：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_M$^3$IT_ A Large-Scale Dataset towards Multi-Modal Multilingual Instruction Tuning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2306.04387；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Instruction tuning has significantly advanced large language models (LLMs) such as ChatGPT, enabling them to align with human instructions across diverse tasks. However, progress in open vision-langua”。",P137-C;P137-R
138,2023,Language Versatilists vs. Specialists: An Empirical Revisiting on Multilingual Transfer Ability,香港大学,香港大学；助理教授；2020-至今,多语言能力与低资源学习,英语中心模型的跨语言推理迁移是否弱于多语言模型？,跨四类推理任务比较模型、源语言和规模。,多语言能力与低资源学习,"论文信息汇总.csv 序138：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_Language Versatilists vs. Specialists_ An Empirical Revisiting on Multilingual Transfer Ability.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2306.06688；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Multilingual transfer ability, which reflects how well the models fine-tuned on one source language can be applied to other languages, has been well studied in multilingual pre-trained models (e.g., B”。",P138-C;P138-R
139,2023,Extrapolating Large Language Models to Non-English by Aligning Languages,待核验,阶段待核验,多语言能力与低资源学习,如何把英语较强的大模型能力迁移到其他语言？,使用翻译和跨语言指令数据进行语义对齐，并按规模规律分配数据。,多语言能力与低资源学习,"论文信息汇总.csv 序139：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2308.04948；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Existing large language models show disparate capability across different languages, due to the imbalance in the training data. Their performances on English tasks are often stronger than on tasks of ”。",P139-C;P139-D;P139-A;P139-R
142,2023,Linear Attention via Orthogonal Memory,待核验,阶段待核验,高效注意力与序列架构,线性注意力如何避免因果和无界上下文中的效率退化？,以正交分解压缩固定大小记忆，同时保留局部信息与相对位置。,高效注意力与序列架构,"论文信息汇总.csv 序142：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2312.11135；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Efficient attentions have greatly improved the computational efficiency of Transformers. However, most existing linear attention mechanisms suffer from an \emph{efficiency degradation} problem, leadin”。",P142-C;P142-D;P142-A;P142-R
52,2024,Diffusion of Thought: Chain-of-Thought Reasoning in Diffusion Language Models,香港大学,香港大学；助理教授；2020-至今,扩散推理与规划,思维链能否在扩散语言模型中以非从左到右的方式生成？,DoT把思维链与迭代扩散结合，允许推理步骤随去噪过程演化。,扩散推理与规划,"论文信息汇总.csv 序52：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Diffusion of Thought_ Chain-of-Thought Reasoning in Diffusion Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2402.07754；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Recently, diffusion models have garnered significant interest in the field of text processing due to their many potential advantages compared to conventional autoregressive models. In this work, we pr”。",P52-C;P52-R;P52-F
53,2024,AgentBoard: An Analytical Evaluation Board of Multi-turn LLM Agents,待核验,阶段待核验,工具智能体与任务评测,如何比较多轮、部分可观测任务中的智能体行为？,构建AgentBoard统一环境，并用细粒度进度率衡量中间进展。,工具智能体与任务评测,"论文信息汇总.csv 序53：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2401.13178；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Evaluating Large Language Models (LLMs) as general-purpose agents is essential for understanding their capabilities and facilitating their integration into practical applications. However, the evaluat”。",P53-C;P53-D;P53-A;P53-R;P53-F
54,2024,Retrieved Sequence Augmentation for Protein Representation Learning,香港大学,香港大学；助理教授；2020-至今,蛋白质表示学习,蛋白质模型是否必须依赖昂贵的多序列比对？,把进化信息利用视为检索增强，直接添加检索到的序列。,蛋白质表示学习,"论文信息汇总.csv 序54：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Retrieved Sequence Augmentation for Protein Representation Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.emnlp-main.104/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Protein Language Models traditionally depend on Multiple Sequence Alignments (MSA) to incorporate evolutionary knowledge. However, MSA-based approaches suffer from substantial computational overhead a”。",P54-C;P54-A;P54-R;P54-V
55,2024,VLFeedback: A Large-Scale AI Feedback Dataset for Large Vision-Language Models Alignment,香港大学,香港大学；助理教授；2020-至今,模型评价与奖励学习,如何低成本扩展视觉语言模型的偏好监督？,构建82K以上多模态指令的AI反馈数据，并用DPO训练Silkie。,模型评价与奖励学习,"论文信息汇总.csv 序55：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_VLFeedback_ A Large-Scale AI Feedback Dataset for Large Vision-Language Models Alignment.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.emnlp-main.358/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“As large vision-language models (LVLMs) evolve rapidly, the demand for high-quality and diverse data to align these models becomes increasingly crucial. However, the creation of such data with human s”。",P55-C;P55-A;P55-R;P55-V
56,2024,Empowering Large Language Model Agents through Action Learning,香港大学,香港大学；助理教授；2020-至今,工具智能体与任务评测,智能体如何从失败经验中学习新的动作？,LearnAct迭代创建与修改Python函数形式的动作。,工具智能体与任务评测,"论文信息汇总.csv 序56：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Empowering Large Language Model Agents through Action Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2402.15809；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Large Language Model (LLM) Agents have recently garnered increasing interest yet they are limited in their ability to learn from trial and error, a key element of intelligent behavior. In this work, w”。",P56-C;P56-R;P56-F
57,2024,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,待核验,阶段待核验,推理与决策规划,多个语言模型能否协作弥补单模型推理局限？,Corex组合辩论、审查和检索三种协作模式。,推理与决策规划,"论文信息汇总.csv 序57：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2310.00280；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Large Language Models (LLMs) are evolving at an unprecedented pace and have exhibited considerable capability in the realm of natural language processing (NLP) with world knowledge. Benefiting from ul”。",P57-C;P57-D;P57-A;P57-R;P57-F
58,2024,CoCA: Regaining Safety-awareness of Multimodal Large Language Models with Constitutional Calibration,待核验,阶段待核验,模型安全与可靠性,视觉输入为何削弱多模态模型的安全意识？,用安全原则提示与输出分布校准放大已有安全信号。,模型安全与可靠性,"论文信息汇总.csv 序58：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2409.11365；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“The deployment of multimodal large language models (MLLMs) has demonstrated remarkable success in engaging in conversations involving visual inputs, thanks to the superior power of large language mode”。",P58-C;P58-D;P58-A;P58-R;P58-F
