合作者姓名,论文序号,导师是否末位,导师是否通讯,证据位置
Xiaocheng Feng（论文 #171，身份待核验）,171,是,是,"论文信息汇总.csv 序171：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SAVOIR_ Learning Social Savoir-Faire via Shapley-based Reward Attribution.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.findings-acl.699/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
原文摘要依据：“Social intelligence, the ability to navigate complex interpersonal interactions, presents a fundamental challenge for language agents. Training such agents via reinforcement learning requires solving ”。"
Xiaocheng Feng（论文 #172，身份待核验）,172,是,否,"论文信息汇总.csv 序172：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_The Granularity Axis_ A Micro-to-Macro Latent Direction for Social Roles in Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2605.06196；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models (LLMs) are routinely prompted to take on social roles ranging from individuals to institutions, yet it remains unclear whether their internal representations encode the granulari”。"
Bing Qin（论文 #18，身份待核验）,18,否,是,"论文信息汇总.csv 序18：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_PERSONA_ Dynamic and Compositional Inference-Time Personality Control via Activation Vector Algebra.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.15669；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Current methods for personality control in Large Language Models rely on static prompting or expensive fine-tuning, failing to capture the dynamic and compositional nature of human traits. We introduc”。"
Bing Qin（论文 #35，身份待核验）,35,否,否,"论文信息汇总.csv 序35：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Alleviating Hallucinations from Knowledge Misalignment in Large Language Models via Selective Abstention Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.acl-long.1199/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 24564–24579”。
原文摘要依据：“Large language models (LLMs) are known to suffer from severe hallucination issues. One of the main causes lies in the knowledge misalignment between the pre-training stage and the supervised fine-tuni”。"
Bing Qin（论文 #170，身份待核验）,170,是,是,"论文信息汇总.csv 序170：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Stratagem_ Learning Transferable Reasoning via Trajectory-Modulated Game Self-Play.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.acl-long.897/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
PDF发表标记：“Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 19595–19614”。
原文摘要依据：“Games offer a compelling paradigm for developing general reasoning capabilities in language models, as they naturally demand strategic planning, probabilistic inference, and adaptive decision-making. ”。"
Bing Qin（论文 #171，身份待核验）,171,是,是,"论文信息汇总.csv 序171：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SAVOIR_ Learning Social Savoir-Faire via Shapley-based Reward Attribution.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.findings-acl.699/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
原文摘要依据：“Social intelligence, the ability to navigate complex interpersonal interactions, presents a fundamental challenge for language agents. Training such agents via reinforcement learning requires solving ”。"
Fanghua Ye（论文 #19，身份待核验）,19,否,待核验,"论文信息汇总.csv 序19：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ATTS_ Asynchronous Test-Time Scaling via Conformal Prediction.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.15148；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Large language models (LLMs) benefit from test-time scaling but are often hampered by high inference latency. Speculative decoding is a natural way to accelerate the scaling process; however, scaling ”。"
Fanghua Ye（论文 #29，身份待核验）,29,否,否,"论文信息汇总.csv 序29：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_UNComp_ Can Matrix Entropy Uncover Sparsity_ — A Compressor Design from an Uncertainty-Aware Perspective.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.209/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 4179–4199”。
原文摘要依据：“Deploying large language models (LLMs) for long-context inference remains challenging due to their substantial memory and computational demands. While techniques such as Key-Value (KV) cache compressi”。"
Fanghua Ye（论文 #37，身份待核验）,37,否,待核验,"论文信息汇总.csv 序37：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2502.14317；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Extrapolating ultra-long contexts (text length >128K) remains a major challenge for large language models (LLMs), as most training-free extrapolation methods are not only severely limited by memory bo”。"
Fanghua Ye（论文 #147，身份待核验）,147,否,否,"论文信息汇总.csv 序147：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_UncertaintyRAG_ Span-Level Uncertainty Enhanced Long-Context Modeling for Retrieval-Augmented Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.02719；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“We present UncertaintyRAG, a novel approach for long-context Retrieval-Augmented Generation (RAG) that utilizes Signal-to-Noise Ratio (SNR)-based span uncertainty to estimate similarity between text c”。"
Chuanyang Zheng（论文 #19，身份待核验）,19,否,待核验,"论文信息汇总.csv 序19：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ATTS_ Asynchronous Test-Time Scaling via Conformal Prediction.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.15148；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Large language models (LLMs) benefit from test-time scaling but are often hampered by high inference latency. Speculative decoding is a natural way to accelerate the scaling process; however, scaling ”。"
Chuanyang Zheng（论文 #29，身份待核验）,29,否,否,"论文信息汇总.csv 序29：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_UNComp_ Can Matrix Entropy Uncover Sparsity_ — A Compressor Design from an Uncertainty-Aware Perspective.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.209/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 4179–4199”。
原文摘要依据：“Deploying large language models (LLMs) for long-context inference remains challenging due to their substantial memory and computational demands. While techniques such as Key-Value (KV) cache compressi”。"
Chuanyang Zheng（论文 #37，身份待核验）,37,否,待核验,"论文信息汇总.csv 序37：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2502.14317；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Extrapolating ultra-long contexts (text length >128K) remains a major challenge for large language models (LLMs), as most training-free extrapolation methods are not only severely limited by memory bo”。"
Chuanyang Zheng（论文 #147，身份待核验）,147,否,否,"论文信息汇总.csv 序147：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_UncertaintyRAG_ Span-Level Uncertainty Enhanced Long-Context Modeling for Retrieval-Augmented Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.02719；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“We present UncertaintyRAG, a novel approach for long-context Retrieval-Augmented Generation (RAG) that utilizes Signal-to-Noise Ratio (SNR)-based span uncertainty to estimate similarity between text c”。"
Haoli Bai（论文 #19，身份待核验）,19,否,待核验,"论文信息汇总.csv 序19：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ATTS_ Asynchronous Test-Time Scaling via Conformal Prediction.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.15148；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Large language models (LLMs) benefit from test-time scaling but are often hampered by high inference latency. Speculative decoding is a natural way to accelerate the scaling process; however, scaling ”。"
