合作者姓名,论文标题,年份,角色,关键词,是否与目标导师合著,来源及核验依据
Qintong Li,A Cognitive Stimulation Dialogue System with Multi-source Knowledge Fusion for Elders with Cognitive Impairment,2023,其他作者（共同一作/通讯待核验）,分析提取：认知刺激；老年对话；情绪支持；知识融合；中文数据集,是,"论文信息汇总.csv 序85：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_A Cognitive Stimulation Dialogue System with Multi-source Knowledge Fusion for Elders with Cognitive Impairment.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2023.acl-long.593/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
PDF发表标记：“Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics”。
原文摘要依据：“When communicating with elders with cognitive impairment, cognitive stimulation (CS) help to maintain the cognitive health of elders. Data sparsity is the main challenge in building CS-based dialogue ”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,Retrieved Sequence Augmentation for Protein Representation Learning,2024,其他作者（共同一作/通讯待核验）,分析提取：蛋白质；表示学习；序列检索；多序列比对；泛化,是,"论文信息汇总.csv 序54：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Retrieved Sequence Augmentation for Protein Representation Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.emnlp-main.104/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Protein Language Models traditionally depend on Multiple Sequence Alignments (MSA) to incorporate evolutionary knowledge. However, MSA-based approaches suffer from substantial computational overhead a”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,GSM-Plus: A Comprehensive Benchmark for Evaluating the Robustness of LLMs as Mathematical Problem Solvers,2024,一作（按作者顺序）,分析提取：数学推理；鲁棒性；问题扰动；GSM-Plus；推理验证,是,"论文信息汇总.csv 序63：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_GSM-Plus_ A Comprehensive Benchmark for Evaluating the Robustness of LLMs as Mathematical Problem Solvers.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.acl-long.163/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 2961–2984”。
原文摘要依据：“Large language models (LLMs) have achieved impressive performance across various mathematical reasoning benchmarks. However, there are increasing debates regarding whether these models truly understan”。
；一作（按作者顺序）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,BBA: Bi-Modal Behavioral Alignment for Reasoning with Large Vision-Language Models,2024,其他作者（共同一作/通讯待核验）,分析提取：多模态推理；领域专用语言；行为对齐；思维链；一致性,是,"论文信息汇总.csv 序67：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_BBA_ Bi-Modal Behavioral Alignment for Reasoning with Large Vision-Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.findings-acl.433/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
原文摘要依据：“Multimodal reasoning stands as a pivotal capability for large vision-language models (LVLMs). The integration with Domain-Specific Languages (DSL), offering precise visual representations, equips thes”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,TreeSynth: Synthesizing Diverse Data from Scratch via Tree-Guided Subspace Partitioning,2025,其他作者（共同一作/通讯待核验）,分析提取：合成数据；决策树；子空间划分；多样性；数据重平衡,是,"论文信息汇总.csv 序24：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2503.17195；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“Model customization necessitates high-quality and diverse datasets, but acquiring such data remains time-consuming and labor-intensive. Despite the great potential of large language models (LLMs) for ”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,DynaAct: Large Language Model Reasoning with Dynamic Action Spaces,2025,其他作者（共同一作/通讯待核验）,分析提取：动态动作空间；顺序决策；次模优化；动作多样性；推理效率,是,"论文信息汇总.csv 序25：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_DynaAct_ Large Language Model Reasoning with Dynamic Action Spaces.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2511.08043；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“In modern sequential decision-making systems, the construction of an optimal candidate action space is critical to efficient inference. However, existing approaches either rely on manually defined act”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,Forewarned is Forearmed: Harnessing LLMs for Data Synthesis via Failure-induced Exploration,2025,一作（按作者顺序）,分析提取：数据合成；失败探索；训练样本；模型弱点；ReverseGen,是,"论文信息汇总.csv 序48：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Forewarned is Forearmed_ Harnessing LLMs for Data Synthesis via Failure-induced Exploration.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.16736；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Large language models (LLMs) have significantly benefited from training on diverse, high-quality task-specific data, leading to impressive performance across a range of downstream applications. Curren”。
；一作（按作者顺序）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,Exploring the Reliability of Large Language Models as Customized Evaluators for Diverse NLP Tasks,2025,一作（按作者顺序）,分析提取：模型裁判；评价标准；人工一致性；复杂推理；主观偏差,是,"论文信息汇总.csv 序140：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Exploring the Reliability of Large Language Models as Customized Evaluators for Diverse NLP Tasks.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.coling-main.688/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
原文摘要依据：“Previous work adopts large language models (LLMs) as evaluators to evaluate natural language process (NLP) tasks. However, certain shortcomings, e.g., fairness, scope, and accuracy, persist for curren”。
；一作（按作者顺序）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,ScienceBoard: Evaluating Multimodal Autonomous Agents in Realistic Scientific Workflows,2026,其他作者（共同一作/通讯待核验）,分析提取：科学工作流；计算机智能体；多模态；任务评测；专业软件,是,"论文信息汇总.csv 序16：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2505.19897；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
原文摘要依据：“Large Language Models (LLMs) have extended their impact beyond Natural Language Processing, substantially fostering the development of interdisciplinary research. Recently, various LLM-based agents ha”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,ToolSelf: Unifying Task Execution and Self-Reconfiguration via Tool-Driven Emergent Adaptation,2026,其他作者（共同一作/通讯待核验）,分析提取：工具智能体；自配置；任务执行；策略学习；上下文管理,是,"论文信息汇总.csv 序166：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ToolSelf_ Unifying Task Execution and Self-Reconfiguration via Tool-Driven Emergent Adaptation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.07883；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“LLM-powered agentic systems excel at complex long-horizon tasks, but remain constrained by static configurations fixed before execution. Such rigidity forces a trade-off between domain-specific perfor”。
；其他作者（共同一作/通讯待核验）；预印本，等级不适用。"
Qintong Li,MAGE: Machine-generated Text Detection in the Wild,2024,其他作者（非合著代表）,未公开（未获得可支持关键词提取的摘要）,否,"https://qtli.github.io/；论文链接https://arxiv.org/pdf/2305.13242；访问2026-09-17；可见作者原文：“Yafu Li, Qintong Li, Leyang Cui, Wei Bi, Longyue Wang, Linyi Yang, Shuming Shi, Yue Zhang”；其他作者（非合著代表）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Qintong Li,Linguistic Frameworks Go Toe-to-Toe at Neuro-Symbolic Language Modeling,2022,一作（按作者顺序）,分析提取：神经符号；语言建模；句法图；语义图；困惑度,是,"论文信息汇总.csv 序105：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_Linguistic Frameworks Go Toe-to-Toe at Neuro-Symbolic Language Modeling.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.naacl-main.325/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
原文摘要依据：“We examine the extent to which, in principle, different syntactic and semantic graph representations can complement and improve neural language modeling. Specifically, by conditioning on a subgraph en”。
https://qtli.github.io/；一作（按作者顺序）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Qintong Li,Knowledge Bridging for Empathetic Dialogue Generation,2022,一作（按作者顺序）,未公开（未获得可支持关键词提取的摘要）,否,"https://qtli.github.io/；论文链接https://arxiv.org/abs/2009.09708；访问2026-09-17；可见作者原文：“Qintong Li, Piji Li, Zhaochun Ren, Pengjie Ren, Zhumin Chen”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Qintong Li,Abstractive Opinion Tagging,2021,一作（按作者顺序）,未公开（未获得可支持关键词提取的摘要）,否,"https://qtli.github.io/；论文链接https://arxiv.org/abs/2101.06880；访问2026-09-17；可见作者原文：“Qintong Li, Piji Li, Xinyi Li, Zhaochun Ren, Zhumin Chen, Maarten de Rijke”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
