序号,导师姓名,论文标题,年份,尝试过的链接,失败原因,下一步建议
P72-D,"Kong, Lingpeng",Multilingual Machine Translation with Large Language Models: Empirical Results and Analysis,2024,"https://aclanthology.org/2024.findings-naacl.176.pdf
https://arxiv.org/pdf/2304.04675","全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2024_Multilingual Machine Translation with Large Language Models_ Empirical Results and Analysis.pdf.part https://arxiv.org/pdf/2304.04675
curl: (28) Oper；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P72-A,"Kong, Lingpeng",Multilingual Machine Translation with Large Language Models: Empirical Results and Analysis,2024,"https://aclanthology.org/2024.findings-naacl.176/
https://arxiv.org/abs/2304.04675",导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P72-R,"Kong, Lingpeng",Multilingual Machine Translation with Large Language Models: Empirical Results and Analysis,2024,"https://aclanthology.org/2024.findings-naacl.176/
https://arxiv.org/abs/2304.04675",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P73-C,"Kong, Lingpeng",Lemur: Harmonizing Natural Language and Code for Language Agents,2024,https://arxiv.org/abs/2310.06830,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P73-R,"Kong, Lingpeng",Lemur: Harmonizing Natural Language and Code for Language Agents,2024,https://arxiv.org/abs/2310.06830,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P74-C,"Kong, Lingpeng",Can Language Models Understand Physical Concepts?,2023,"https://aclanthology.org/2023.emnlp-main.726/
https://arxiv.org/abs/2305.14057",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P74-D,"Kong, Lingpeng",Can Language Models Understand Physical Concepts?,2023,"https://aclanthology.org/2023.emnlp-main.726.pdf
https://arxiv.org/pdf/2305.14057","全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2023_Can Language Models Understand Physical Concepts_.pdf.part https://arxiv.org/pdf/2305.14057
curl: (28) Operation timed out after 35001 milliseconds w；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P74-A,"Kong, Lingpeng",Can Language Models Understand Physical Concepts?,2023,"https://aclanthology.org/2023.emnlp-main.726/
https://arxiv.org/abs/2305.14057",导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P74-R,"Kong, Lingpeng",Can Language Models Understand Physical Concepts?,2023,"https://aclanthology.org/2023.emnlp-main.726/
https://arxiv.org/abs/2305.14057",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P75-C,"Kong, Lingpeng",DetGPT: Detect What You Need via Reasoning,2023,"https://aclanthology.org/2023.emnlp-main.876/
https://arxiv.org/abs/2305.14167",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P75-D,"Kong, Lingpeng",DetGPT: Detect What You Need via Reasoning,2023,"https://aclanthology.org/2023.emnlp-main.876.pdf
https://arxiv.org/pdf/2305.14167","全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2023_DetGPT_ Detect What You Need via Reasoning.pdf.part https://arxiv.org/pdf/2305.14167
curl: (28) Operation timed out after 35001 milliseconds with 422；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P75-A,"Kong, Lingpeng",DetGPT: Detect What You Need via Reasoning,2023,"https://aclanthology.org/2023.emnlp-main.876/
https://arxiv.org/abs/2305.14167",导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P75-R,"Kong, Lingpeng",DetGPT: Detect What You Need via Reasoning,2023,"https://aclanthology.org/2023.emnlp-main.876/
https://arxiv.org/abs/2305.14167",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P76-C,"Kong, Lingpeng",Generating Data for Symbolic Language with Large Language Models,2023,"https://aclanthology.org/2023.emnlp-main.523/
https://arxiv.org/abs/2305.13917",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P76-R,"Kong, Lingpeng",Generating Data for Symbolic Language with Large Language Models,2023,"https://aclanthology.org/2023.emnlp-main.523/
https://arxiv.org/abs/2305.13917",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P77-C,"Kong, Lingpeng",DiffuSeq-v2: Bridging Discrete and Continuous Text Spaces for Accelerated Seq2Seq Diffusion Models,2023,"https://aclanthology.org/2023.findings-emnlp.660/
https://arxiv.org/abs/2310.05793",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P77-R,"Kong, Lingpeng",DiffuSeq-v2: Bridging Discrete and Continuous Text Spaces for Accelerated Seq2Seq Diffusion Models,2023,"https://aclanthology.org/2023.findings-emnlp.660/
https://arxiv.org/abs/2310.05793",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P78-C,"Kong, Lingpeng",GIM- LET: A Unified Graph-Text Model for Instruction-Based Molecule Zero-Shot Learning,2023,https://arxiv.org/abs/2306.13089,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P78-D,"Kong, Lingpeng",GIM- LET: A Unified Graph-Text Model for Instruction-Based Molecule Zero-Shot Learning,2023,https://arxiv.org/pdf/2306.13089,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2023_GIM- LET_ A Unified Graph-Text Model for Instruction-Based Molecule Zero-Shot Learning.pdf.part https://arxiv.org/pdf/2306.13089
curl: (28) Operation；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P78-A,"Kong, Lingpeng",GIM- LET: A Unified Graph-Text Model for Instruction-Based Molecule Zero-Shot Learning,2023,https://arxiv.org/abs/2306.13089,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P78-R,"Kong, Lingpeng",GIM- LET: A Unified Graph-Text Model for Instruction-Based Molecule Zero-Shot Learning,2023,https://arxiv.org/abs/2306.13089,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P78-F,"Kong, Lingpeng",GIM- LET: A Unified Graph-Text Model for Instruction-Based Molecule Zero-Shot Learning,2023,https://arxiv.org/abs/2306.13089,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
P79-C,"Kong, Lingpeng",Statistical Knowledge Assessment for Generative Language Models,2023,https://arxiv.org/abs/2305.10519,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P79-R,"Kong, Lingpeng",Statistical Knowledge Assessment for Generative Language Models,2023,https://arxiv.org/abs/2305.10519,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P79-F,"Kong, Lingpeng",Statistical Knowledge Assessment for Generative Language Models,2023,https://arxiv.org/abs/2305.10519,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
P80-C,"Kong, Lingpeng",Attentive Multi-Layer Perceptron for Non-autoregressive Generation,2023,https://arxiv.org/abs/2310.09512,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P80-D,"Kong, Lingpeng",Attentive Multi-Layer Perceptron for Non-autoregressive Generation,2023,https://arxiv.org/pdf/2310.09512,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2023_Attentive Multi-Layer Perceptron for Non-autoregressive Generation.pdf.part https://arxiv.org/pdf/2310.09512
curl: (28) Operation timed out after 350；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P80-A,"Kong, Lingpeng",Attentive Multi-Layer Perceptron for Non-autoregressive Generation,2023,https://arxiv.org/abs/2310.09512,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P80-R,"Kong, Lingpeng",Attentive Multi-Layer Perceptron for Non-autoregressive Generation,2023,https://arxiv.org/abs/2310.09512,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P80-F,"Kong, Lingpeng",Attentive Multi-Layer Perceptron for Non-autoregressive Generation,2023,https://arxiv.org/abs/2310.09512,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
P81-C,"Kong, Lingpeng",Self-Adaptive In-Context Learning: An Information Compression Perspective for In-Context Example Selection and Ordering,2023,"https://aclanthology.org/2023.acl-long.79/
https://arxiv.org/abs/2212.10375",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P81-R,"Kong, Lingpeng",Self-Adaptive In-Context Learning: An Information Compression Perspective for In-Context Example Selection and Ordering,2023,"https://aclanthology.org/2023.acl-long.79/
https://arxiv.org/abs/2212.10375",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P82-C,"Kong, Lingpeng",Explanation Regeneration via Information Bottleneck,2023,"https://aclanthology.org/2023.findings-acl.765/
https://arxiv.org/abs/2212.09603",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P82-D,"Kong, Lingpeng",Explanation Regeneration via Information Bottleneck,2023,"https://aclanthology.org/2023.findings-acl.765.pdf
https://arxiv.org/pdf/2212.09603","全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2023_Explanation Regeneration via Information Bottleneck.pdf.part https://arxiv.org/pdf/2212.09603
curl: (28) Operation timed out after 35005 milliseconds；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P82-A,"Kong, Lingpeng",Explanation Regeneration via Information Bottleneck,2023,"https://aclanthology.org/2023.findings-acl.765/
https://arxiv.org/abs/2212.09603",导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P82-R,"Kong, Lingpeng",Explanation Regeneration via Information Bottleneck,2023,"https://aclanthology.org/2023.findings-acl.765/
https://arxiv.org/abs/2212.09603",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P83-C,"Kong, Lingpeng",Lego-MT: Learning Detachable Models for Massively Multilingual Machine Translation,2023,"https://aclanthology.org/2023.findings-acl.731/
https://arxiv.org/abs/2212.10551",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P83-R,"Kong, Lingpeng",Lego-MT: Learning Detachable Models for Massively Multilingual Machine Translation,2023,"https://aclanthology.org/2023.findings-acl.731/
https://arxiv.org/abs/2212.10551",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
