姓名,论文署名单位,当前单位,身份,职称,与导师的关系,共同论文数,首次合作年份,最近合作年份,共同研究方向,共同项目,关系证据,待核验问题,共同论文序号
Zhongwei Wan（论文 #17，身份待核验）,2026；论文#17；俄亥俄州立大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序17：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SwingArena_ Adversarial Programming Arena for Long-Context GitHub Issue Solving.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2505.23932；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“We present SwingArena, a competitive evaluation framework for Large Language Models (LLMs) that closely mirrors real-world software development workflows. Unlike traditional static benchmarks, SwingAr”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/zhongwei-wan/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P17-C;P17-R;P17-V
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",17
Zhongwei Wan（论文 #19，身份待核验）,2026；论文#19；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,推理部署与参数效率,未公开,"论文信息汇总.csv 序19：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ATTS_ Asynchronous Test-Time Scaling via Conformal Prediction.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.15148；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Large language models (LLMs) benefit from test-time scaling but are often hampered by high inference latency. Speculative decoding is a natural way to accelerate the scaling process; however, scaling ”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/zhongwei-wan/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P19-C;P19-A;P19-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",19
Zhongwei Wan（论文 #29，身份待核验）,2025；论文#29；俄亥俄州立大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,长上下文建模与压缩,未公开,"论文信息汇总.csv 序29：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_UNComp_ Can Matrix Entropy Uncover Sparsity_ — A Compressor Design from an Uncertainty-Aware Perspective.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.209/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 4179–4199”。
原文摘要依据：“Deploying large language models (LLMs) for long-context inference remains challenging due to their substantial memory and computational demands. While techniques such as Key-Value (KV) cache compressi”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/zhongwei-wan/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P29-C
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",29
Zhongwei Wan（论文 #37，身份待核验）,2025；论文#37；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,长上下文建模与压缩,未公开,"论文信息汇总.csv 序37：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2502.14317；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Extrapolating ultra-long contexts (text length >128K) remains a major challenge for large language models (LLMs), as most training-free extrapolation methods are not only severely limited by memory bo”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/zhongwei-wan/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P37-C;P37-D;P37-A;P37-R;P37-F
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",37
Zhongwei Wan（论文 #147，身份待核验）,2024；论文#147；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,检索增强生成,未公开,"论文信息汇总.csv 序147：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_UncertaintyRAG_ Span-Level Uncertainty Enhanced Long-Context Modeling for Retrieval-Augmented Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.02719；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“We present UncertaintyRAG, a novel approach for long-context Retrieval-Augmented Generation (RAG) that utilizes Signal-to-Noise Ratio (SNR)-based span uncertainty to estimate similarity between text c”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/zhongwei-wan/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P147-C;P147-A
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",147
Zhongwei Wan（论文 #163，身份待核验）,2026；论文#163；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,形式化定理证明,未公开,"论文信息汇总.csv 序163：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2601.03017；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Autoformalization, which translates natural language mathematics into formal statements to enable machine reasoning, faces fundamental challenges in the wild due to the multimodal nature of the physic”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/zhongwei-wan/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P163-C;P163-D;P163-A;P163-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",163
Jinfa Huang（论文 #9，身份待核验）,2025；论文#9；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,视觉自回归生成,未公开,"论文信息汇总.csv 序9：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Autoregressive Models in Vision_ A Survey.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2411.05902；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published in Transactions on Machine Learning Research (03/2025)”。
原文摘要依据：“Autoregressive modeling has been a huge success in the field of natural language processing (NLP). Recently, autoregressive models have emerged as a significant area of focus in computer vision, where”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P9-C;P9-A
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",9
Chaofan Tao（论文 #9，身份待核验）,2025；论文#9；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,视觉自回归生成,未公开,"论文信息汇总.csv 序9：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Autoregressive Models in Vision_ A Survey.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2411.05902；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published in Transactions on Machine Learning Research (03/2025)”。
原文摘要依据：“Autoregressive modeling has been a huge success in the field of natural language processing (NLP). Recently, autoregressive models have emerged as a significant area of focus in computer vision, where”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/chaofan-tao/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P9-C;P9-A
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",9
Chaofan Tao（论文 #17，身份待核验）,2026；论文#17；香港大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序17：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SwingArena_ Adversarial Programming Arena for Long-Context GitHub Issue Solving.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2505.23932；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“We present SwingArena, a competitive evaluation framework for Large Language Models (LLMs) that closely mirrors real-world software development workflows. Unlike traditional static benchmarks, SwingAr”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/chaofan-tao/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P17-C;P17-R;P17-V
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",17
Chaofan Tao（论文 #19，身份待核验）,2026；论文#19；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,推理部署与参数效率,未公开,"论文信息汇总.csv 序19：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ATTS_ Asynchronous Test-Time Scaling via Conformal Prediction.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.15148；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Large language models (LLMs) benefit from test-time scaling but are often hampered by high inference latency. Speculative decoding is a natural way to accelerate the scaling process; however, scaling ”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/chaofan-tao/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P19-C;P19-A;P19-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",19
